0		104
67587	一一	45
12355	一一對應	8
67588	一丁	207
67586	一七	7
67592	一丈	8
67591	一下	25
45519	一下子	5
61109	一世	847
67599	一中	103
51976	一中全會	7
67600	一串	34
52505	一串串	6
48101	一之關	8
67618	一九	12
62182	一九七九年	6
25864	一九九	5
48320	一九九一年	20
54067	一九九七年	48
28870	一九九六年	5
25791	一九八	67
55202	一九八二年	16
8804	一九六二年	9
67628	一事	26
67630	一二	21
62331	一二三	8
62359	一二九	8
63972	一二八	13
38490	一二年	8
67634	一五	17
67636	一些	2448
22468	一些則	8
67638	一亞	5
67648	一人	158
67662	一代	143
51221	一代人	10
21920	一代宗師	15
67664	一以	10
67668	一件	125
67671	一任	68
67673	一份	489
67698	一位	2461
67700	一佛	6
67703	一作	140
67711	一併	63
67718	一來	7
67719	一例	11
69466	一個	44080
55757	一個三維	11
50871	一個二元	6
52523	一個二維	10
7701	一個個	18
7590	一個半	18
8526	一個多	35
15497	一個多月	10
80606	一個家	5
8679	一個月	60
25056	一個男孩	5
15022	一個系列	16
10962	一個組	5
12573	一個角	8
12660	一個集	78
12666	一個雙	15
12655	一個零	7
13803	一個頭	6
13267	一個點	37
69470	一倍	23
69498	一側	77
69517	一傳	5
69542	一價	6
69545	一億	11
69568	一元	33
5946	一元論	5
69572	一兄	7
14874	一兩天	13
69585	一八	25
69589	一六	8
69591	一共	357
69592	一具	15
69596	一冊	13
69599	一再	14
69261	一刀	11
69262	一分	36
79028	一分鐘	12
69263	一切	350
69265	一刊	11
69270	一列	49
69278	一到	26
69281	一刻	11
69287	一則	70
69306	一副	34
69348	一動	5
74076	一匹	26
69387	一區	34
41580	一十七	8
41582	一十三	5
10016	一十九名	7
36490	一十五名	8
41525	一十八	5
46512	一十八名	5
69386	一千	30
4663	一千三百	5
66720	一千二百	5
39381	一千五百	11
44805	一千五百萬	5
1686	一千個	28
65810	一千八百	6
1665	一千四百	5
14331	一千多	16
5993	一千多年	9
2627	一千年	13
14543	一千萬	13
35327	一千零一夜	10
18938	一千餘	7
69392	一半	253
69970	一半則	6
55515	一卡通	11
72372	一反	6
69443	一口	20
53757	一口氣	14
69446	一句	105
69803	一同	351
69804	一名	1346
69807	一向	45
69820	一吻	6
69836	一周	56
10922	一周年	7
74965	一味	6
23394	一和會	5
69865	一品	26
39771	一員	294
69874	一哩	11
