4015		103
11891	一一	44
28965	一一對應	7
45799	一丁	206
43703	一七	6
43623	一丈	7
27015	一下	24
9680	一世	846
7236	一中	102
69777	一中全會	6
12978	一串	33
12825	一串串	5
65995	一之關	7
26903	一九	11
56590	一九七九年	5
42096	一九九一年	19
36995	一九九七年	47
35594	一九八	66
45380	一九八二年	15
49316	一九六二年	8
30766	一事	25
20701	一二	20
57973	一二三	7
70476	一二九	7
53275	一二八	12
73492	一二年	7
23406	一五	16
301	一些	2447
44471	一些則	7
12378	一人	157
3669	一代	141
38500	一代人	9
9962	一代宗師	14
54053	一以	9
720	一件	124
13435	一任	67
486	一份	488
1363	一位	2460
56427	一佛	5
25740	一作	139
9523	一併	62
28085	一來	6
18704	一例	10
146	一個	44078
33005	一個三維	10
39082	一個二元	5
34824	一個二維	9
8448	一個個	17
18961	一個半	17
934	一個多	34
55818	一個多月	9
7894	一個月	59
4913	一個系列	15
12452	一個角	7
31103	一個集	77
11240	一個雙	14
19400	一個零	6
60553	一個頭	5
17190	一個點	36
18615	一倍	21
20179	一側	76
33585	一價	5
54859	一億	10
8941	一元	32
23280	一兄	6
45624	一兩天	12
27998	一八	24
36339	一六	7
6621	一共	356
33893	一具	14
60330	一冊	12
22737	一再	13
30066	一刀	10
6297	一分	35
21644	一分鐘	11
739	一切	349
31381	一刊	10
32445	一列	48
1522	一到	25
49762	一刻	10
21528	一則	69
45631	一副	33
37192	一匹	25
42471	一區	33
69198	一十七	7
73485	一十九名	6
71879	一十五名	7
1800	一千	29
17300	一千五百	10
54160	一千個	27
40124	一千八百	5
32357	一千多	15
13105	一千多年	8
877	一千年	12
26816	一千萬	12
31497	一千零一夜	9
30038	一千餘	6
3886	一半	251
22310	一半則	5
25847	一卡通	10
61245	一反	5
28988	一口	19
57604	一口氣	13
11400	一句	104
12079	一同	350
1191	一名	1345
11192	一向	44
65654	一吻	5
22185	一周	54
31884	一周年	6
57954	一味	5
33733	一品	25
12302	一員	293
42798	一哩	10
10262	一回	9
10701	一圈	51
4716	一國	73
4089	一國兩制	16
25428	一團	19
28122	一地	25
19080	一型	29
32297	一城	14
39732	一堂	13
17015	一堆	19
69979	一堡	7
1312	一場	723
16324	一塊	237
25128	一壘	18
25123	一壘手	9
4766	一夕	6
26577	一夜	22
35451	一夜情	6
11485	一大	116
37314	一大批	29
19208	一大群	7
4066	一天	155
48518	一夫	9
24793	一夫一妻	7
24792	一夫一妻制	10
24794	一夫多妻制	7
251	一套	598
15397	一女	24
11091	一如	34
64680	一姐	5
34845	一子	33
6961	一字	168
41034	一季	22
25489	一宗	73
83	一定	842
20739	一定量	14
50256	一宮	25
68315	一宮市	7
8558	一家	2035
41397	一家人	5
69509	一審	12
21428	一寸	5
8700	一封	17
36804	一封信	12
39270	一尊	28
11964	一對	317
