306	政府	183
122	香港	98
5	發展	97
315	計劃	71
36	提供	65
9	服務	63
222	包括	55
332	增加	41
211	以及	41
32	加強	40
133	繼續	40
243	工作	39
251	研究	38
104	推動	33
205	需要	32
188	一帶	32
364	一路	31
101	經濟	30
10	資助	30
202	規劃	29
138	建議	29
277	土地	28
227	國家	28
172	積極	28
159	落實	28
79	措施	26
250	合作	26
182	委員會	26
163	長者	26
65	中心	25
382	改善	25
337	項目	25
22	推行	24
40	推出	23
39	成立	23
142	相關	23
1	去年	23
344	支援	22
291	策略	22
153	檢討	22
117	教育	22
41	超過	21
380	社會	21
317	進一步	21
220	基金	21
189	提升	21
64	未來	20
374	房屋	20
363	鼓勵	20
347	持續	20
274	今年	20
156	專業	20
152	同時	20
120	環境	20
93	醫療	19
383	設施	19
368	市民	19
313	參與	19
280	完成	19
266	機構	19
173	供應	19
107	本地	19
91	國際	18
72	沿線	18
360	方面	18
215	企業	18
192	內地	18
18	設立	18
171	億元	18
166	政策	18
128	地區	18
322	單位	17
190	其他	17
14	工程	17
110	進行	17
304	協助	16
278	科技	16
256	問題	16
24	制定	16
177	管理	16
176	優化	16
109	用地	16
60	主要	15
230	可以	15
216	創新	15
15	平台	15
78	吸引	14
74	配合	14
58	預留	14
377	支持	14
301	現時	14
257	用途	14
23	促進	14
225	社區	14
179	資源	14
105	建設	14
94	約個	13
381	建立	13
349	逐步	13
30	創科	13
298	推廣	13
282	培訓	13
242	諮詢	13
226	過去	13
165	名額	13
126	投資	13
7	此外	12
63	學生	12
56	優勢	12
346	人士	12
341	安全	12
324	公眾	12
295	有關	12
255	預計	12
25	處理	12
224	其中	12
191	公共	12
127	部分	12
114	貿易	12
87	城市	11
50	需求	11
38	年度	11
378	技術	11
365	津貼	11
359	盡快	11
356	空間	11
339	活動	11
336	質素	11
296	作為	11
292	試驗	11
286	安排	11
232	擴大	11
203	將在	11
16	亦將	11
131	興建	11
358	產業	10
352	解決	10
35	已於	10
331	並將	10
302	就業	10
300	全球	10
290	人才	10
289	幼稚園	10
288	先導	10
273	生活	10
265	兒童	10
254	全面	10
236	共同	10
169	開展	10
147	業界	10
143	商業	10
130	私營	10
124	資格	10
118	成為	10
86	不同	9
68	爭取	9
354	決定	9
345	伙伴	9
321	本屆	9
312	提出	9
31	當中	9
260	制度	9
248	我們	9
201	探討	9
197	健康	9
194	學校	9
19	資訊	9
174	醫管局	9
168	市場	9
135	青年	9
129	開放	9
125	海外	9
119	滿足	9
95	特別	8
76	優先	8
75	額外	8
55	目標	8
48	能力	8
47	可行性	8
42	建造業	8
375	文化	8
37	以來	8
367	撥款	8
329	保育	8
305	安老	8
303	致力	8
294	要求	8
267	領域	8
262	整體	8
26	金融	8
252	規管	8
238	透過	8
234	申請	8
217	推展	8
213	住宅	8
212	除了	8
209	公營	8
204	減少	8
199	初創	8
196	將會	8
193	科學	8
187	應用	8
170	長遠	8
161	基建	8
151	電子	8
140	參考	8
136	照顧	8
11	設計	8
103	模式	8
97	鞏固	7
85	意見	7
84	重要	7
82	大學	7
80	居住	7
77	標準	7
71	開發	7
57	統籌	7
373	鐵路	7
369	經驗	7
366	這些	7
362	評估	7
361	啓德	7
353	現有	7
348	方便	7
343	展開	7
342	藍圖	7
333	勞工	7
311	加入	7
309	增設	7
307	督導	7
299	開始	7
285	樞紐	7
284	修訂	7
283	私人	7
28	保障	7
279	根據	7
272	融資	7
270	團體	7
264	多元	7
263	萬個	7
247	大型	7
244	競爭力	7
241	大嶼山	7
240	考慮	7
